Gene	gene_length	Zero_proportion
ENSDARG00000052615	4992	0.02386634844868735
ENSDARG00000052617	4335	0.021479713603818614
ENSDARG00000052618	1780	0.3747016706443914
ENSDARG00000052623	2139	0.021479713603818614
ENSDARG00000052624	1478	0.04295942720763723
ENSDARG00000052625	1046	0.20047732696897375
ENSDARG00000052633	4184	0.12171837708830549
ENSDARG00000052638	1728	0.028639618138424822
ENSDARG00000052641	3998	0.021479713603818614
ENSDARG00000052642	2075	0.3914081145584726
ENSDARG00000052644	6343	0.016706443914081145
ENSDARG00000052646	1507	0.2840095465393795
ENSDARG00000052648	1269	0.42720763723150357
ENSDARG00000052649	2228	0.02386634844868735
ENSDARG00000052652	2618	0.0477326968973747
ENSDARG00000052654	1869	0.13365155131264916
ENSDARG00000052656	966	0.31742243436754175
ENSDARG00000052658	894	0.09307875894988067
ENSDARG00000052673	3675	0.021479713603818614
ENSDARG00000052674	2732	0.014319809069212411
ENSDARG00000052677	2092	0.6921241050119332
ENSDARG00000052680	2336	0.045346062052505964
ENSDARG00000052688	3411	0.0477326968973747
ENSDARG00000052690	3806	0.02386634844868735
ENSDARG00000052693	2140	0.031026252983293555
ENSDARG00000052695	2994	0.045346062052505964
ENSDARG00000052696	1719	0.045346062052505964
ENSDARG00000052697	3032	0.03579952267303103
ENSDARG00000052700	6090	0.0477326968973747
ENSDARG00000052701	4524	0.02386634844868735
ENSDARG00000052702	4609	0.02386634844868735
ENSDARG00000052703	1633	0.03579952267303103
ENSDARG00000052705	2833	0.045346062052505964
ENSDARG00000052708	2888	0.031026252983293555
ENSDARG00000052712	1593	0.021479713603818614
ENSDARG00000052713	2523	0.28162291169451076
ENSDARG00000052721	2231	0.03341288782816229
ENSDARG00000052728	9994	0.01909307875894988
ENSDARG00000052731	1771	0.06921241050119331
ENSDARG00000052734	4304	0.03341288782816229
ENSDARG00000052739	3930	0.23627684964200477
ENSDARG00000052741	4667	0.0883054892601432
ENSDARG00000052746	1657	0.021479713603818614
ENSDARG00000052747	2166	0.026252983293556086
ENSDARG00000052748	2103	0.12171837708830549
ENSDARG00000052758	1638	0.4439140811455847
ENSDARG00000052764	2128	0.18615751789976134
ENSDARG00000052765	5242	0.1957040572792363
ENSDARG00000052766	3027	0.13365155131264916
ENSDARG00000052769	2573	0.2529832935560859
ENSDARG00000052775	1187	0.30787589498806683
ENSDARG00000052779	3441	0.3794749403341289
ENSDARG00000052782	2421	0.26968973747016706
ENSDARG00000052783	1734	0.27923627684964203
ENSDARG00000052787	1544	0.13842482100238662
ENSDARG00000052789	3196	0.021479713603818614
ENSDARG00000052816	1898	0.026252983293556086
ENSDARG00000052818	2605	0.07398568019093078
ENSDARG00000052826	7946	0.031026252983293555
ENSDARG00000052827	3526	0.031026252983293555
ENSDARG00000052833	2639	0.01909307875894988
ENSDARG00000052840	629	0.028639618138424822
ENSDARG00000052842	1135	0.02386634844868735
ENSDARG00000052846	3529	0.07637231503579953
ENSDARG00000052851	5047	0.02386634844868735
ENSDARG00000052855	1594	0.06205250596658711
ENSDARG00000052856	2441	0.014319809069212411
ENSDARG00000052859	1862	0.026252983293556086
ENSDARG00000052866	10780	0.01909307875894988
ENSDARG00000052873	1939	0.4606205250596659
ENSDARG00000052876	1953	0.031026252983293555
ENSDARG00000052881	1184	0.20763723150357996
ENSDARG00000052893	1411	0.2458233890214797
ENSDARG00000052894	4778	0.07159904534606205
ENSDARG00000052895	3444	0.16945107398568018
ENSDARG00000052897	4204	0.028639618138424822
ENSDARG00000052898	1593	0.3937947494033413
ENSDARG00000052899	615	0.7279236276849642
ENSDARG00000052900	1370	0.5966587112171837
ENSDARG00000052903	2506	0.0883054892601432
ENSDARG00000052905	2123	0.21957040572792363
ENSDARG00000052907	2053	0.01909307875894988
ENSDARG00000052910	1710	0.27923627684964203
ENSDARG00000052912	3397	0.0405727923627685
ENSDARG00000052917	3043	0.026252983293556086
ENSDARG00000052919	1676	0.5202863961813843
ENSDARG00000052923	3472	0.050119331742243436
ENSDARG00000052928	2312	0.016706443914081145
ENSDARG00000052942	3376	0.021479713603818614
ENSDARG00000052948	886	0.431980906921241
ENSDARG00000052950	8042	0.02386634844868735
ENSDARG00000052954	1289	0.09069212410501193
ENSDARG00000052957	6706	0.021479713603818614
ENSDARG00000052958	947	0.4821002386634845
ENSDARG00000052960	1624	0.29832935560859186
ENSDARG00000052966	3012	0.01909307875894988
ENSDARG00000052975	3328	0.016706443914081145
ENSDARG00000052978	2838	0.0477326968973747
ENSDARG00000052982	1693	0.36992840095465396
ENSDARG00000052988	1059	0.747016706443914
ENSDARG00000052994	3417	0.016706443914081145
ENSDARG00000052997	2983	0.07398568019093078
ENSDARG00000053003	2213	0.0954653937947494
ENSDARG00000053005	1834	0.24105011933174225
ENSDARG00000053010	3792	0.03579952267303103
ENSDARG00000053019	2238	0.06682577565632458
ENSDARG00000053021	1482	0.03341288782816229
ENSDARG00000053026	5711	0.07159904534606205
ENSDARG00000053027	2379	0.06443914081145585
ENSDARG00000053036	5414	0.014319809069212411
ENSDARG00000053047	1290	0.02386634844868735
ENSDARG00000053058	927	0.016706443914081145
ENSDARG00000053062	1892	0.11455847255369929
ENSDARG00000053066	1473	0.3269689737470167
ENSDARG00000053068	1975	0.3914081145584726
ENSDARG00000053070	1483	0.01909307875894988
ENSDARG00000053074	1754	0.13126491646778043
ENSDARG00000053082	9748	0.021479713603818614
ENSDARG00000053087	3826	0.01909307875894988
ENSDARG00000053091	7023	0.011933174224343675
ENSDARG00000053097	2239	0.02386634844868735
ENSDARG00000053101	2466	0.014319809069212411
ENSDARG00000053104	2099	0.09069212410501193
ENSDARG00000053106	2199	0.05250596658711217
ENSDARG00000053110	1409	0.2386634844868735
ENSDARG00000053113	6738	0.06443914081145585
ENSDARG00000053114	1168	0.8066825775656324
ENSDARG00000053119	1639	0.13365155131264916
ENSDARG00000053122	1514	0.19331742243436753
ENSDARG00000053124	1358	0.3460620525059666
ENSDARG00000053127	4197	0.03579952267303103
ENSDARG00000053129	1556	0.026252983293556086
ENSDARG00000053130	794	0.3221957040572792
ENSDARG00000053131	2262	0.06205250596658711
ENSDARG00000053133	1567	0.08591885441527446
ENSDARG00000053135	2478	0.8114558472553699
ENSDARG00000053136	2348	0.04295942720763723
ENSDARG00000053138	2177	0.02386634844868735
ENSDARG00000053152	4122	0.02386634844868735
ENSDARG00000053155	2277	0.04295942720763723
ENSDARG00000053158	897	0.39618138424821003
ENSDARG00000053159	1844	0.026252983293556086
ENSDARG00000053165	1745	0.0477326968973747
ENSDARG00000053166	1741	0.03341288782816229
ENSDARG00000053179	2301	0.08353221957040573
ENSDARG00000053186	1074	0.36515513126491644
ENSDARG00000053190	2677	0.0883054892601432
ENSDARG00000053194	1540	0.031026252983293555
ENSDARG00000053196	8700	0.02386634844868735
ENSDARG00000053200	3525	0.059665871121718374
ENSDARG00000053201	3344	0.18854415274463007
ENSDARG00000053204	1066	0.11694510739856802
ENSDARG00000053205	7017	0.03341288782816229
ENSDARG00000053209	2781	0.03818615751789976
ENSDARG00000053215	2475	0.11933174224343675
ENSDARG00000053217	662	0.026252983293556086
ENSDARG00000053222	1972	0.13126491646778043
ENSDARG00000053232	2451	0.081145584725537
ENSDARG00000053240	2918	0.2171837708830549
ENSDARG00000053241	3038	0.021479713603818614
ENSDARG00000053246	1826	0.315035799522673
ENSDARG00000053248	1972	0.26014319809069214
ENSDARG00000053254	1529	0.2052505966587112
ENSDARG00000053260	1813	0.059665871121718374
ENSDARG00000053262	2484	0.07875894988066826
ENSDARG00000053263	1538	0.03341288782816229
ENSDARG00000053269	1909	0.11455847255369929
ENSDARG00000053272	3477	0.05250596658711217
ENSDARG00000053279	5000	0.0477326968973747
ENSDARG00000053291	3146	0.014319809069212411
ENSDARG00000053293	2490	0.10978520286396182
ENSDARG00000053298	4649	0.07875894988066826
ENSDARG00000053301	2204	0.12649164677804295
ENSDARG00000053311	2823	0.162291169451074
ENSDARG00000053315	2020	0.3054892601431981
ENSDARG00000053318	2659	0.04295942720763723
ENSDARG00000053323	2189	0.2553699284009546
ENSDARG00000053326	2381	0.031026252983293555
ENSDARG00000053340	1878	0.8305489260143198
ENSDARG00000053344	3995	0.016706443914081145
ENSDARG00000053345	1311	0.43914081145584727
ENSDARG00000053358	2450	0.03818615751789976
ENSDARG00000053362	4130	0.09307875894988067
ENSDARG00000053364	1829	0.11694510739856802
ENSDARG00000053365	1228	0.021479713603818614
ENSDARG00000053366	1747	0.27923627684964203
ENSDARG00000053370	2023	0.01909307875894988
ENSDARG00000053375	1782	0.28162291169451076
ENSDARG00000053380	3719	0.08353221957040573
ENSDARG00000053381	2301	0.026252983293556086
ENSDARG00000053383	1032	0.36992840095465396
ENSDARG00000053386	3191	0.20286396181384247
ENSDARG00000053387	539	0.3914081145584726
ENSDARG00000053389	3239	0.03341288782816229
ENSDARG00000053395	1429	0.02386634844868735
ENSDARG00000053404	1947	0.021479713603818614
ENSDARG00000053405	1432	0.06682577565632458
ENSDARG00000053424	1833	0.028639618138424822
ENSDARG00000053425	1405	0.10739856801909307
ENSDARG00000053431	5010	0.07875894988066826
ENSDARG00000053446	741	0.026252983293556086
ENSDARG00000053447	4461	0.021479713603818614
ENSDARG00000053448	1508	0.27684964200477324
ENSDARG00000053449	846	0.38902147971360385
ENSDARG00000053450	4413	0.050119331742243436
ENSDARG00000053452	916	0.03818615751789976
ENSDARG00000053453	2521	0.059665871121718374
ENSDARG00000053454	6398	0.03818615751789976
ENSDARG00000053455	2291	0.1431980906921241
ENSDARG00000053456	2514	0.03818615751789976
ENSDARG00000053457	1622	0.011933174224343675
ENSDARG00000053459	3809	0.026252983293556086
ENSDARG00000053460	3026	0.0883054892601432
ENSDARG00000053462	2443	0.6181384248210023
ENSDARG00000053463	1690	0.031026252983293555
ENSDARG00000053466	3994	0.016706443914081145
ENSDARG00000053467	3219	0.026252983293556086
ENSDARG00000053468	7623	0.016706443914081145
ENSDARG00000053474	3321	0.03818615751789976
ENSDARG00000053475	3093	0.19809069212410502
ENSDARG00000053476	2140	0.5011933174224343
ENSDARG00000053479	2649	0.1026252983293556
ENSDARG00000053480	2554	0.18377088305489261
ENSDARG00000053481	3522	0.2649164677804296
ENSDARG00000053483	2334	0.04295942720763723
ENSDARG00000053484	7312	0.01909307875894988
ENSDARG00000053485	3880	0.021479713603818614
ENSDARG00000053487	3735	0.21957040572792363
ENSDARG00000053488	1969	0.42482100238663484
ENSDARG00000053493	3734	0.05489260143198091
ENSDARG00000053496	1503	0.028639618138424822
ENSDARG00000053498	1515	0.5298329355608592
ENSDARG00000053499	2181	0.3460620525059666
ENSDARG00000053500	3287	0.03579952267303103
ENSDARG00000053502	1417	0.5369928400954654
ENSDARG00000053505	3263	0.016706443914081145
ENSDARG00000053509	1450	0.15513126491646778
ENSDARG00000053512	1474	0.2863961813842482
ENSDARG00000053517	7695	0.11217183770883055
ENSDARG00000053518	1995	0.04295942720763723
ENSDARG00000053520	1248	0.2911694510739857
ENSDARG00000053525	1705	0.60381861575179
ENSDARG00000053526	1803	0.630071599045346
ENSDARG00000053527	1452	0.06682577565632458
ENSDARG00000053528	1585	0.3031026252983294
ENSDARG00000053530	1099	0.1718377088305489
ENSDARG00000053535	6560	0.0883054892601432
ENSDARG00000053542	1479	0.13365155131264916
ENSDARG00000053544	3476	0.1026252983293556
ENSDARG00000053547	7419	0.021479713603818614
ENSDARG00000053554	2077	0.045346062052505964
ENSDARG00000053558	2957	0.057279236276849645
ENSDARG00000053559	3381	0.05489260143198091
ENSDARG00000053563	2516	0.3341288782816229
ENSDARG00000053568	3530	0.028639618138424822
ENSDARG00000053569	1764	0.08353221957040573
ENSDARG00000053570	1329	0.15035799522673032
ENSDARG00000053571	1806	0.031026252983293555
ENSDARG00000053574	4916	0.03818615751789976
ENSDARG00000053575	3277	0.0405727923627685
ENSDARG00000053580	1119	0.6610978520286396
ENSDARG00000053583	8502	0.014319809069212411
ENSDARG00000053586	2056	0.02386634844868735
ENSDARG00000053609	2895	0.026252983293556086
ENSDARG00000053617	1976	0.2840095465393795
ENSDARG00000053619	1081	0.0405727923627685
ENSDARG00000053620	1036	0.48687350835322196
ENSDARG00000053624	2894	0.18377088305489261
ENSDARG00000053625	1561	0.2458233890214797
ENSDARG00000053630	1459	0.3914081145584726
ENSDARG00000053636	1991	0.07637231503579953
ENSDARG00000053644	2564	0.22195704057279236
ENSDARG00000053646	2127	0.14558472553699284
ENSDARG00000053648	3647	0.06443914081145585
ENSDARG00000053650	2194	0.1957040572792363
ENSDARG00000053652	1108	0.03579952267303103
ENSDARG00000053656	4296	0.016706443914081145
ENSDARG00000053665	1909	0.4081145584725537
ENSDARG00000053666	3317	0.06205250596658711
ENSDARG00000053668	6693	0.016706443914081145
ENSDARG00000053684	5534	0.011933174224343675
ENSDARG00000053685	760	0.03579952267303103
ENSDARG00000053691	2669	0.02386634844868735
ENSDARG00000053695	1493	0.03341288782816229
ENSDARG00000053702	1864	0.11933174224343675
ENSDARG00000053708	2172	0.28878281622911695
ENSDARG00000053709	1831	0.22195704057279236
ENSDARG00000053711	1062	0.45346062052505964
ENSDARG00000053713	9374	0.02386634844868735
ENSDARG00000053716	2587	0.01909307875894988
ENSDARG00000053724	2804	0.2553699284009546
ENSDARG00000053728	2518	0.1909307875894988
ENSDARG00000053731	1050	0.3269689737470167
ENSDARG00000053744	1738	0.06921241050119331
ENSDARG00000053746	1359	0.34844868735083534
ENSDARG00000053753	1790	0.028639618138424822
ENSDARG00000053761	2353	0.3269689737470167
ENSDARG00000053771	1443	0.3532219570405728
ENSDARG00000053773	1551	0.33890214797136037
ENSDARG00000053774	4363	0.0405727923627685
ENSDARG00000053779	2509	0.03341288782816229
ENSDARG00000053792	2370	0.0405727923627685
ENSDARG00000053800	6355	0.014319809069212411
ENSDARG00000053802	642	0.3198090692124105
ENSDARG00000053803	2362	0.2458233890214797
ENSDARG00000053804	1543	0.08591885441527446
ENSDARG00000053805	1205	0.031026252983293555
ENSDARG00000053810	1726	0.016706443914081145
ENSDARG00000053813	1616	0.8066825775656324
ENSDARG00000053817	1231	0.9355608591885441
ENSDARG00000053820	1439	0.10739856801909307
ENSDARG00000053828	1899	0.21479713603818615
ENSDARG00000053829	2084	0.1766109785202864
ENSDARG00000053831	2133	0.32935560859188545
ENSDARG00000053833	1260	0.45823389021479716
ENSDARG00000053835	6513	0.02386634844868735
ENSDARG00000053836	1501	0.17422434367541767
ENSDARG00000053840	2036	0.03818615751789976
ENSDARG00000053845	942	0.6181384248210023
ENSDARG00000053853	2595	0.1718377088305489
ENSDARG00000053854	728	0.47494033412887826
ENSDARG00000053857	2833	0.031026252983293555
ENSDARG00000053858	1171	0.04295942720763723
ENSDARG00000053859	1314	0.4200477326968974
ENSDARG00000053862	848	0.4105011933174224
ENSDARG00000053864	9643	0.021479713603818614
ENSDARG00000053868	3590	0.02386634844868735
ENSDARG00000053875	2267	0.4677804295942721
ENSDARG00000053876	7538	0.011933174224343675
ENSDARG00000053877	3980	0.3460620525059666
ENSDARG00000053878	3892	0.03579952267303103
ENSDARG00000053884	8990	0.01909307875894988
ENSDARG00000053890	2324	0.0954653937947494
ENSDARG00000053896	1824	0.14797136038186157
ENSDARG00000053906	1790	0.27923627684964203
ENSDARG00000053911	794	0.9236276849642004
ENSDARG00000053912	1436	0.016706443914081145
ENSDARG00000053917	2019	0.09785202863961814
ENSDARG00000053918	3037	0.045346062052505964
ENSDARG00000053928	1004	0.7494033412887828
ENSDARG00000053929	1698	0.28878281622911695
ENSDARG00000053931	1020	0.8568019093078759
ENSDARG00000053934	5478	0.028639618138424822
ENSDARG00000053938	804	0.6945107398568019
ENSDARG00000053939	3072	0.16467780429594273
ENSDARG00000053940	2911	0.2649164677804296
ENSDARG00000053950	1375	0.026252983293556086
ENSDARG00000053953	912	0.43914081145584727
ENSDARG00000053956	7544	0.03579952267303103
ENSDARG00000053959	1481	0.11217183770883055
ENSDARG00000053961	4296	0.08353221957040573
ENSDARG00000053963	2767	0.11455847255369929
ENSDARG00000053966	1564	0.2911694510739857
ENSDARG00000053973	3203	0.014319809069212411
ENSDARG00000053979	1920	0.028639618138424822
ENSDARG00000053987	1325	0.2840095465393795
ENSDARG00000053990	896	0.01909307875894988
ENSDARG00000053992	6540	0.026252983293556086
ENSDARG00000053995	2010	0.031026252983293555
ENSDARG00000054003	1176	0.22673031026252982
ENSDARG00000054007	1493	0.026252983293556086
ENSDARG00000054010	5783	0.014319809069212411
ENSDARG00000054023	3115	0.0954653937947494
ENSDARG00000054025	1089	0.31026252983293556
ENSDARG00000054026	598	0.09069212410501193
ENSDARG00000054030	1626	0.36515513126491644
ENSDARG00000054031	3919	0.02386634844868735
ENSDARG00000054032	1973	0.03818615751789976
ENSDARG00000054033	1606	0.24105011933174225
ENSDARG00000054036	1705	0.17899761336515513
ENSDARG00000054048	3201	0.19809069212410502
ENSDARG00000054050	2879	0.1360381861575179
ENSDARG00000054054	2210	0.09785202863961814
ENSDARG00000054055	1961	0.06682577565632458
ENSDARG00000054058	2297	0.021479713603818614
ENSDARG00000054060	6516	0.021479713603818614
ENSDARG00000054063	2154	0.026252983293556086
ENSDARG00000054076	1352	0.09785202863961814
ENSDARG00000054087	8274	0.014319809069212411
ENSDARG00000054096	3311	0.02386634844868735
ENSDARG00000054103	3352	0.05250596658711217
ENSDARG00000054122	4112	0.08591885441527446
ENSDARG00000054124	2633	0.2315035799522673
ENSDARG00000054127	2978	0.33651551312649164
ENSDARG00000054128	3728	0.0405727923627685
ENSDARG00000054136	1576	0.21957040572792363
ENSDARG00000054137	4287	0.12171837708830549
ENSDARG00000054150	1997	0.3436754176610978
ENSDARG00000054152	1922	0.4295942720763723
ENSDARG00000054153	2860	0.17899761336515513
ENSDARG00000054154	4662	0.016706443914081145
ENSDARG00000054155	1445	0.016706443914081145
ENSDARG00000054160	2394	0.08353221957040573
ENSDARG00000054162	4201	0.07637231503579953
ENSDARG00000054164	651	0.026252983293556086
ENSDARG00000054170	1867	0.21241050119331742
ENSDARG00000054172	2373	0.01909307875894988
ENSDARG00000054177	6209	0.028639618138424822
ENSDARG00000054181	1298	0.36754176610978523
ENSDARG00000054184	3045	0.07875894988066826
ENSDARG00000054186	2070	0.21241050119331742
ENSDARG00000054191	3682	0.011933174224343675
ENSDARG00000054196	2228	0.11217183770883055
ENSDARG00000054199	1830	0.1957040572792363
ENSDARG00000054201	3815	0.021479713603818614
ENSDARG00000054202	1112	0.31742243436754175
ENSDARG00000054203	3195	0.021479713603818614
ENSDARG00000054208	2373	0.03579952267303103
ENSDARG00000054211	1655	0.12649164677804295
ENSDARG00000054213	9401	0.014319809069212411
ENSDARG00000054218	1763	0.03341288782816229
ENSDARG00000054220	939	0.03818615751789976
ENSDARG00000054222	3534	0.05489260143198091
ENSDARG00000054224	6479	0.016706443914081145
ENSDARG00000054237	1005	0.8758949880668258
ENSDARG00000054239	599	0.6921241050119332
ENSDARG00000054250	2526	0.03818615751789976
ENSDARG00000054251	1400	0.045346062052505964
ENSDARG00000054252	1035	0.8520286396181385
ENSDARG00000054253	2823	0.22911694510739858
ENSDARG00000054254	1035	0.883054892601432
ENSDARG00000054255	993	0.057279236276849645
ENSDARG00000054259	6693	0.014319809069212411
ENSDARG00000054261	1376	0.7780429594272077
ENSDARG00000054264	3936	0.02386634844868735
ENSDARG00000054271	2075	0.014319809069212411
ENSDARG00000054272	4498	0.016706443914081145
ENSDARG00000054288	1562	0.09307875894988067
ENSDARG00000054290	7500	0.016706443914081145
ENSDARG00000054292	1555	0.03579952267303103
ENSDARG00000054300	1339	0.0477326968973747
ENSDARG00000054301	1886	0.03818615751789976
ENSDARG00000054302	2052	0.050119331742243436
ENSDARG00000054304	2117	0.04295942720763723
ENSDARG00000054307	2948	0.03341288782816229
ENSDARG00000054312	2039	0.06921241050119331
ENSDARG00000054313	1469	0.2100238663484487
ENSDARG00000054318	2386	0.19331742243436753
ENSDARG00000054319	1956	0.11455847255369929
ENSDARG00000054320	5797	0.021479713603818614
ENSDARG00000054321	2388	0.07875894988066826
ENSDARG00000054323	1590	0.13126491646778043
ENSDARG00000054324	2662	0.21241050119331742
ENSDARG00000054331	1510	0.3054892601431981
ENSDARG00000054332	4605	0.12410501193317422
ENSDARG00000054334	1336	0.1766109785202864
ENSDARG00000054337	5652	0.03341288782816229
ENSDARG00000054340	1350	0.2553699284009546
ENSDARG00000054343	1533	0.24343675417661098
ENSDARG00000054344	1935	0.057279236276849645
ENSDARG00000054352	4088	0.20286396181384247
ENSDARG00000054355	2877	0.01909307875894988
ENSDARG00000054362	3814	0.01909307875894988
ENSDARG00000054363	2116	0.057279236276849645
ENSDARG00000054373	1261	0.30071599045346065
ENSDARG00000054374	2939	0.38902147971360385
ENSDARG00000054378	4328	0.14081145584725538
ENSDARG00000054389	1553	0.06443914081145585
ENSDARG00000054400	2856	0.059665871121718374
ENSDARG00000054414	1255	0.3341288782816229
ENSDARG00000054418	1339	0.13365155131264916
ENSDARG00000054420	1672	0.2052505966587112
ENSDARG00000054423	4369	0.026252983293556086
ENSDARG00000054433	1616	0.028639618138424822
ENSDARG00000054438	2440	0.05250596658711217
ENSDARG00000054442	2267	0.03341288782816229
ENSDARG00000054446	2796	0.031026252983293555
ENSDARG00000054447	4805	0.016706443914081145
ENSDARG00000054448	717	0.16706443914081145
ENSDARG00000054451	6763	0.021479713603818614
ENSDARG00000054454	4952	0.02386634844868735
ENSDARG00000054456	2879	0.10739856801909307
ENSDARG00000054458	7212	0.014319809069212411
ENSDARG00000054473	2329	0.03818615751789976
ENSDARG00000054501	2466	0.03341288782816229
ENSDARG00000054510	3764	0.06443914081145585
ENSDARG00000054530	3083	0.02386634844868735
ENSDARG00000054533	7665	0.014319809069212411
ENSDARG00000054534	4319	0.021479713603818614
ENSDARG00000054537	8652	0.10739856801909307
ENSDARG00000054539	3542	0.031026252983293555
ENSDARG00000054540	1141	0.028639618138424822
ENSDARG00000054542	1663	0.13126491646778043
ENSDARG00000054543	2760	0.17899761336515513
ENSDARG00000054548	807	0.5322195704057279
ENSDARG00000054560	2343	0.2243436754176611
ENSDARG00000054562	2201	0.050119331742243436
ENSDARG00000054570	12276	0.01909307875894988
ENSDARG00000054572	3119	0.38424821002386633
ENSDARG00000054574	1009	0.03341288782816229
ENSDARG00000054575	1365	0.3627684964200477
ENSDARG00000054578	1880	0.026252983293556086
ENSDARG00000054583	3141	0.06921241050119331
ENSDARG00000054584	3126	0.031026252983293555
ENSDARG00000054588	714	0.15274463007159905
ENSDARG00000054597	2613	0.021479713603818614
ENSDARG00000054606	1042	0.031026252983293555
ENSDARG00000054609	5671	0.01909307875894988
ENSDARG00000054610	1813	0.10023866348448687
ENSDARG00000054616	2474	0.08353221957040573
ENSDARG00000054619	13772	0.04295942720763723
ENSDARG00000054632	3245	0.1026252983293556
ENSDARG00000054641	5120	0.0477326968973747
ENSDARG00000054645	2429	0.03579952267303103
ENSDARG00000054649	2150	0.050119331742243436
ENSDARG00000054655	954	0.7350835322195705
ENSDARG00000054658	2054	0.25059665871121717
ENSDARG00000054666	5806	0.011933174224343675
ENSDARG00000054667	1248	0.49403341288782815
ENSDARG00000054680	2618	0.1718377088305489
ENSDARG00000054683	2502	0.2052505966587112
ENSDARG00000054690	3014	0.22673031026252982
ENSDARG00000054696	967	0.01909307875894988
ENSDARG00000054700	1121	0.5966587112171837
ENSDARG00000054707	5849	0.01909307875894988
ENSDARG00000054718	3916	0.03818615751789976
ENSDARG00000054719	1919	0.9045346062052506
ENSDARG00000054720	2217	0.15035799522673032
ENSDARG00000054723	11037	0.021479713603818614
ENSDARG00000054734	1658	0.8353221957040573
ENSDARG00000054741	2526	0.3460620525059666
ENSDARG00000054744	823	0.7541766109785203
ENSDARG00000054746	7702	0.011933174224343675
ENSDARG00000054748	2129	0.04295942720763723
ENSDARG00000054749	1776	0.050119331742243436
ENSDARG00000054753	2639	0.19331742243436753
ENSDARG00000054754	1458	0.15990453460620524
ENSDARG00000054755	1304	0.20286396181384247
ENSDARG00000054771	2359	0.10023866348448687
ENSDARG00000054777	1610	0.026252983293556086
ENSDARG00000054778	4538	0.031026252983293555
ENSDARG00000054786	1752	0.2649164677804296
ENSDARG00000054789	2033	0.0477326968973747
ENSDARG00000054793	1286	0.026252983293556086
ENSDARG00000054794	2378	0.18377088305489261
ENSDARG00000054797	1401	0.30787589498806683
ENSDARG00000054799	6860	0.026252983293556086
ENSDARG00000054804	2456	0.01909307875894988
ENSDARG00000054805	2511	0.11455847255369929
ENSDARG00000054807	1473	0.02386634844868735
ENSDARG00000054814	2788	0.031026252983293555
ENSDARG00000054818	513	0.021479713603818614
ENSDARG00000054821	1468	0.050119331742243436
ENSDARG00000054823	1169	0.02386634844868735
ENSDARG00000054827	1248	0.13842482100238662
ENSDARG00000054829	3188	0.01909307875894988
ENSDARG00000054833	2198	0.028639618138424822
ENSDARG00000054835	1847	0.14081145584725538
ENSDARG00000054837	1449	0.1575178997613365
ENSDARG00000054842	2632	0.016706443914081145
ENSDARG00000054847	1204	0.32935560859188545
ENSDARG00000054848	2612	0.050119331742243436
ENSDARG00000054849	3487	0.02386634844868735
ENSDARG00000054856	2113	0.045346062052505964
ENSDARG00000054858	5031	0.028639618138424822
ENSDARG00000054864	5599	0.01909307875894988
ENSDARG00000054867	2193	0.028639618138424822
ENSDARG00000054874	1902	0.11455847255369929
ENSDARG00000054878	1334	0.5107398568019093
ENSDARG00000054879	1759	0.23627684964200477
ENSDARG00000054882	333	0.6539379474940334
ENSDARG00000054890	1197	0.30071599045346065
ENSDARG00000054898	998	0.4152744630071599
ENSDARG00000054903	2685	0.028639618138424822
ENSDARG00000054906	2237	0.028639618138424822
ENSDARG00000054907	662	0.031026252983293555
ENSDARG00000054911	1895	0.06682577565632458
ENSDARG00000054914	2812	0.026252983293556086
ENSDARG00000054916	1541	0.02386634844868735
ENSDARG00000054929	1584	0.05489260143198091
ENSDARG00000054930	1686	0.0477326968973747
ENSDARG00000054931	2978	0.15035799522673032
ENSDARG00000054934	1604	0.08353221957040573
ENSDARG00000054937	1359	0.03579952267303103
ENSDARG00000054941	996	0.14797136038186157
ENSDARG00000054942	2149	0.03579952267303103
ENSDARG00000054946	1291	0.2840095465393795
ENSDARG00000054949	1236	0.4033412887828162
ENSDARG00000054950	1884	0.03341288782816229
ENSDARG00000054957	2946	0.03341288782816229
ENSDARG00000054963	1797	0.05250596658711217
ENSDARG00000054968	1175	0.0954653937947494
ENSDARG00000054973	6492	0.021479713603818614
ENSDARG00000054975	1024	0.5894988066825776
ENSDARG00000054978	7216	0.014319809069212411
ENSDARG00000054980	5174	0.016706443914081145
ENSDARG00000054984	3178	0.0405727923627685
ENSDARG00000055009	6085	0.028639618138424822
ENSDARG00000055011	935	0.6754176610978521
ENSDARG00000055014	1640	0.15990453460620524
ENSDARG00000055022	5923	0.016706443914081145
ENSDARG00000055026	4853	0.09069212410501193
ENSDARG00000055027	3318	0.03341288782816229
ENSDARG00000055036	3058	0.4486873508353222
ENSDARG00000055043	1855	0.10739856801909307
ENSDARG00000055045	5614	0.02386634844868735
ENSDARG00000055046	1537	0.1288782816229117
ENSDARG00000055052	5543	0.028639618138424822
ENSDARG00000055053	3291	0.39856801909307876
ENSDARG00000055054	5202	0.03341288782816229
ENSDARG00000055064	867	0.031026252983293555
ENSDARG00000055066	1730	0.057279236276849645
ENSDARG00000055070	754	0.03579952267303103
ENSDARG00000055075	10218	0.016706443914081145
ENSDARG00000055076	6461	0.016706443914081145
ENSDARG00000055078	1962	0.045346062052505964
ENSDARG00000055080	3054	0.02386634844868735
ENSDARG00000055086	4011	0.01909307875894988
ENSDARG00000055092	3596	0.03579952267303103
ENSDARG00000055093	2957	0.30071599045346065
